reframed_text	strategy
Feel like having a mental breakdown but I can pull myself up from feeling like this and be back at my peak.	optimism
Feel like having a mental breakdown but I can pull myself up from feeling like this and be back at my peak.	thankfulness
I'm so thankful that I have financial aid for my kids that is going to college soon.	neutralizing
I'm so thankful that I have financial aid for my kids that is going to college soon.	optimism
I'm so thankful that I have financial aid for my kids that is going to college soon.	thankfulness
I need to learn how to ignore distractions and focus on studying.	growth
School can be stressful, but I'm thankful for the lessons I'm learning. They show me that I'm not alone, there are many others like me, and I can have a bright future.	optimism
School can be stressful, but I'm thankful for the lessons I'm learning. They show me that I'm not alone, there are many others like me, and I can have a bright future.	thankfulness
I understand that people need to be more careful and responsible, but I have no power on their decision so I need to focus more on myself.	growth
I understand that people need to be more careful and responsible, but I have no power on their decision so I need to focus more on myself.	impermanence
I understand that people need to be more careful and responsible, but I have no power on their decision so I need to focus more on myself.	neutralizing
I hope Berdych has better luck going forward and does not take to heart the comments made by the Czech media.	optimism
I'm feeling really stressed out, but I will have to do something nice for myself soon.	growth
I'm feeling really stressed out, but I will have to do something nice for myself soon.	optimism
Waiting for Friday when I will have all the transcripts for ready reference.	impermanence
I believe my teachers decided to take a break from the assessments, because mine are stopped.	neutralizing
There was a shoot out in my neighborhood. I am thankful that I am safe.	thankfulness
I'm so excited and grateful for a new opportunity to study and achieve my goals!	neutralizing
I'm so excited and grateful for a new opportunity to study and achieve my goals!	thankfulness
Life is filled with some many stressors and challenges but the more I experience the better I become at handling them.	growth
Life is filled with some many stressors and challenges but the more I experience the better I become at handling them.	neutralizing
I think I want to take a nap for 2 hours	growth
I think I want to take a nap for 2 hours	neutralizing
Even though you don't want to talk, I'm glad I still have fishing and beer.	neutralizing
Even though you don't want to talk, I'm glad I still have fishing and beer.	optimism
Even though you don't want to talk, I'm glad I still have fishing and beer.	thankfulness
Although my house is messy, I can't wait to travel and enjoy myself.	optimism
There is nothing really to do right now.	neutralizing
I did a little run today so I can be healthy and do more tommorow.	growth
I did a little run today so I can be healthy and do more tommorow.	impermanence
My test will be over with soon, and I'll get to have some fun!	impermanence
